<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,5,240216,182000,287.47,287.5,287.26,287.36,251690
SBER,5,240216,182500,287.34,287.47,287.25,287.41,159910
SBER,5,240216,183000,287.42,287.66,287.39,287.62,150670
SBER,5,240216,183500,287.61,287.96,287.53,287.53,283170
SBER,5,240216,184500,288,288,288,288,1922280
SBER,5,240216,190000,288,288,288,288,2590
SBER,5,240216,190500,288,288.51,287.53,287.68,422120
SBER,5,240216,191000,287.67,287.69,287.43,287.57,196490
SBER,5,240216,191500,287.55,287.96,287.5,287.96,88430
SBER,5,240216,192000,287.97,288.17,287.91,288.14,105450
SBER,5,240216,192500,288.09,288.17,288.03,288.1,50450
SBER,5,240216,193000,288.1,288.38,288.08,288.31,168770
SBER,5,240216,193500,288.31,288.4,288.1,288.34,130420
SBER,5,240216,194000,288.34,288.9,288.33,288.58,309640
SBER,5,240216,194500,288.55,288.82,288.46,288.5,298260
SBER,5,240216,195000,288.52,289.03,288.5,288.76,308260
SBER,5,240216,195500,288.76,288.91,288.44,288.81,240530
SBER,5,240216,200000,288.84,288.9,288.72,288.73,125630
SBER,5,240216,200500,288.73,288.86,288.51,288.55,81220
SBER,5,240216,201000,288.55,288.65,288.45,288.49,33480
SBER,5,240216,201500,288.49,288.57,288.3,288.46,118100
SBER,5,240216,202000,288.46,288.48,288.3,288.37,87790
SBER,5,240216,202500,288.42,288.5,288.36,288.38,30050
SBER,5,240216,203000,288.38,288.4,288.1,288.11,109190
SBER,5,240216,203500,288.12,288.33,288.01,288.33,111400
SBER,5,240216,204000,288.33,288.33,288.14,288.33,35660
SBER,5,240216,204500,288.3,288.33,287.93,288.04,99690
SBER,5,240216,205000,288.04,288.07,287.93,287.97,110910
SBER,5,240216,205500,287.97,288,287.95,287.99,80520
SBER,5,240216,210000,288,288,287.73,287.88,224640
SBER,5,240216,210500,287.88,287.88,287.7,287.76,85110
SBER,5,240216,211000,287.77,287.87,287.75,287.87,26660
SBER,5,240216,211500,287.87,287.88,287.8,287.87,37490
SBER,5,240216,212000,287.87,287.87,287.65,287.8,65460
SBER,5,240216,212500,287.78,288,287.75,287.99,90290
SBER,5,240216,213000,287.98,287.98,287.88,287.89,23400
SBER,5,240216,213500,287.89,288,287.84,287.85,95710
SBER,5,240216,214000,287.9,288.2,287.9,288.2,85860
SBER,5,240216,214500,288.2,288.2,288,288.09,36960
SBER,5,240216,215000,288.04,288.09,287.98,288.07,27920
SBER,5,240216,215500,288.08,288.09,288.01,288.07,20220
SBER,5,240216,220000,288.09,288.39,288.07,288.3,30480
SBER,5,240216,220500,288.3,288.3,288.2,288.25,62010
SBER,5,240216,221000,288.25,288.37,288.25,288.36,35690
SBER,5,240216,221500,288.37,288.5,288.35,288.4,115130
SBER,5,240216,222000,288.38,288.44,288.3,288.36,57160
SBER,5,240216,222500,288.31,288.35,288.11,288.18,35940
SBER,5,240216,223000,288.18,288.21,288.11,288.21,11040
SBER,5,240216,223500,288.14,288.22,288.11,288.15,8840
SBER,5,240216,224000,288.15,288.34,288.09,288.09,53300
SBER,5,240216,224500,288.11,288.22,288.02,288.12,58360
SBER,5,240216,225000,288.12,288.12,287.9,287.98,81200
SBER,5,240216,225500,287.98,288.04,287.98,287.99,34350
SBER,5,240216,230000,287.99,288,287.93,287.95,50750
SBER,5,240216,230500,287.95,288,287.92,287.95,12890
SBER,5,240216,231000,287.95,288.04,287.94,288.04,51680
SBER,5,240216,231500,288.04,288.04,287.95,287.97,43180
SBER,5,240216,232000,288.02,288.03,287.94,288,52020
SBER,5,240216,232500,288,288.08,287.96,288.05,41300
SBER,5,240216,233000,288.08,288.15,288.03,288.1,110270
SBER,5,240216,233500,288.15,288.2,288.11,288.2,37230
SBER,5,240216,234000,288.2,288.34,288.16,288.3,150040
SBER,5,240216,234500,288.3,288.36,288.29,288.33,204850
SBER,5,240219,100000,288.59,289.73,288.5,289.16,1600260
SBER,5,240219,100500,289.15,289.19,288.34,288.87,772160
SBER,5,240219,101000,288.87,289.07,288.58,288.59,402770
SBER,5,240219,101500,288.59,288.62,287.57,287.96,1185230
SBER,5,240219,102000,287.96,287.97,287.07,287.65,796200
SBER,5,240219,102500,287.65,287.94,287.63,287.78,291280
SBER,5,240219,103000,287.78,287.79,287.11,287.55,343000
SBER,5,240219,103500,287.55,288.25,287.55,288.24,856510
SBER,5,240219,104000,288.24,288.55,288.12,288.4,321170
SBER,5,240219,104500,288.4,288.6,288.3,288.32,373400
SBER,5,240219,105000,288.32,288.86,288.31,288.85,232340
SBER,5,240219,105500,288.85,288.87,288.48,288.48,320390
SBER,5,240219,110000,288.49,288.49,288.23,288.24,209680
SBER,5,240219,110500,288.24,288.28,288.07,288.27,154460
SBER,5,240219,111000,288.28,288.33,288.23,288.33,139740
SBER,5,240219,111500,288.33,288.33,288.25,288.33,248760
SBER,5,240219,112000,288.32,288.33,288.31,288.32,132700
SBER,5,240219,112500,288.33,288.33,288.23,288.32,217090
SBER,5,240219,113000,288.32,288.33,288.27,288.32,73530
SBER,5,240219,113500,288.3,288.32,288.15,288.29,130490
SBER,5,240219,114000,288.24,288.29,287.9,287.94,235420
SBER,5,240219,114500,287.92,288.33,287.9,288.33,134320
SBER,5,240219,115000,288.32,288.33,288.17,288.32,107130
SBER,5,240219,115500,288.32,288.34,288.27,288.33,122910
SBER,5,240219,120000,288.33,288.64,288.25,288.57,307470
SBER,5,240219,120500,288.57,288.88,288.51,288.8,304740
SBER,5,240219,121000,288.8,289.22,288.8,289.06,433480
SBER,5,240219,121500,289.1,289.17,288.9,289.04,193010
SBER,5,240219,122000,289.04,289.67,289.03,289.61,750280
SBER,5,240219,122500,289.61,289.65,289.32,289.38,218290
SBER,5,240219,123000,289.37,289.56,289.17,289.18,267370
SBER,5,240219,123500,289.21,289.28,289.06,289.08,102150
SBER,5,240219,124000,289.08,289.34,289.07,289.3,169700
SBER,5,240219,124500,289.28,289.32,289.24,289.25,72350
SBER,5,240219,125000,289.24,289.35,289.24,289.35,97330
SBER,5,240219,125500,289.35,289.45,289.13,289.31,202190
SBER,5,240219,130000,289.3,289.5,289.19,289.5,292310
SBER,5,240219,130500,289.5,289.7,289.42,289.7,314160
SBER,5,240219,131000,289.7,289.7,289.65,289.7,192350
SBER,5,240219,131500,289.7,289.84,289.57,289.73,245290
SBER,5,240219,132000,289.73,289.8,289.68,289.77,113870
SBER,5,240219,132500,289.76,289.9,289.75,289.85,248590
SBER,5,240219,133000,289.84,289.98,289.32,289.62,457420
SBER,5,240219,133500,289.65,289.85,289.36,289.74,202370
SBER,5,240219,134000,289.74,289.95,289.73,289.89,115690
SBER,5,240219,134500,289.89,289.89,289.34,289.49,174770
SBER,5,240219,135000,289.48,289.81,289.48,289.76,134620
SBER,5,240219,135500,289.74,289.74,289.17,289.2,256580
SBER,5,240219,140000,289.21,289.33,289.12,289.33,121150
SBER,5,240219,140500,289.3,289.58,289.28,289.55,91810
SBER,5,240219,141000,289.55,289.91,289.4,289.71,545580
SBER,5,240219,141500,289.71,289.71,289.5,289.6,194410
SBER,5,240219,142000,289.59,289.74,289.58,289.63,78120
SBER,5,240219,142500,289.6,289.77,289.59,289.63,154190
SBER,5,240219,143000,289.63,289.64,289.58,289.62,65340
SBER,5,240219,143500,289.61,289.67,289.49,289.49,335050
SBER,5,240219,144000,289.49,289.5,289.31,289.31,175190
SBER,5,240219,144500,289.32,289.5,289.32,289.46,67810
SBER,5,240219,145000,289.46,289.48,289.39,289.45,53030
SBER,5,240219,145500,289.44,289.5,289.4,289.5,49940
SBER,5,240219,150000,289.5,289.78,289.47,289.58,166500
SBER,5,240219,150500,289.6,289.75,289.57,289.59,67700
SBER,5,240219,151000,289.57,289.9,289.55,289.82,208330
SBER,5,240219,151500,289.8,289.9,289.73,289.79,168230
SBER,5,240219,152000,289.79,289.85,289.72,289.79,100420
SBER,5,240219,152500,289.78,289.9,289.75,289.78,109420
SBER,5,240219,153000,289.77,289.84,289.58,289.59,71720
SBER,5,240219,153500,289.59,289.65,289.5,289.52,79210
SBER,5,240219,154000,289.51,289.7,289.48,289.51,58790
SBER,5,240219,154500,289.52,289.69,289.52,289.61,66330
SBER,5,240219,155000,289.61,289.65,289.48,289.49,61990
SBER,5,240219,155500,289.5,289.6,289.45,289.6,63710
SBER,5,240219,160000,289.58,289.7,289.55,289.69,30410
SBER,5,240219,160500,289.69,289.74,289.47,289.47,62170
SBER,5,240219,161000,289.48,289.52,289.35,289.36,57940
SBER,5,240219,161500,289.37,289.4,289.35,289.4,33060
SBER,5,240219,162000,289.39,289.44,289.3,289.32,113520
SBER,5,240219,162500,289.33,289.49,289.33,289.44,36720
SBER,5,240219,163000,289.43,289.5,289.42,289.42,24400
SBER,5,240219,163500,289.43,289.44,289.34,289.34,25420
SBER,5,240219,164000,289.34,289.4,289.3,289.31,64850
SBER,5,240219,164500,289.31,289.31,289.22,289.25,80850
SBER,5,240219,165000,289.24,289.32,289.2,289.23,120010
SBER,5,240219,165500,289.23,289.27,289.2,289.23,42790
SBER,5,240219,170000,289.23,289.41,289.22,289.39,43770
SBER,5,240219,170500,289.39,289.41,289.3,289.34,47050
SBER,5,240219,171000,289.32,289.34,289.3,289.31,37120
SBER,5,240219,171500,289.32,289.4,289.3,289.31,183370
SBER,5,240219,172000,289.3,289.31,289.25,289.25,91140
SBER,5,240219,172500,289.26,289.31,289.2,289.21,112370
SBER,5,240219,173000,289.21,289.21,289.04,289.14,200860
SBER,5,240219,173500,289.14,289.43,289.14,289.36,113690
SBER,5,240219,174000,289.37,289.51,289.36,289.37,56070
SBER,5,240219,174500,289.37,289.55,289.35,289.52,61760
SBER,5,240219,175000,289.52,289.56,289.5,289.55,36750
SBER,5,240219,175500,289.56,289.56,289.28,289.35,21620
SBER,5,240219,180000,289.34,289.44,289.26,289.4,37470
SBER,5,240219,180500,289.38,289.39,289.22,289.26,56190
SBER,5,240219,181000,289.27,289.71,289.21,289.59,365990
SBER,5,240219,181500,289.57,289.97,289.43,289.43,340440
SBER,5,240219,182000,289.44,289.53,289.41,289.49,54710
SBER,5,240219,182500,289.49,289.5,289.16,289.22,124700
SBER,5,240219,183000,289.22,289.23,289.03,289.11,133100
SBER,5,240219,183500,289.1,289.41,289.1,289.34,147670
SBER,5,240219,184500,289,289,289,289,832700
SBER,5,240219,190000,289.1,289.1,289.1,289.1,3750
SBER,5,240219,190500,289.1,289.73,289.06,289.44,397350
SBER,5,240219,191000,289.47,289.48,289.2,289.21,75610
SBER,5,240219,191500,289.26,289.29,289.19,289.23,10990
SBER,5,240219,192000,289.25,289.28,289.19,289.28,18630
SBER,5,240219,192500,289.28,289.45,289.28,289.4,32060
SBER,5,240219,193000,289.41,289.41,289.25,289.27,36330
SBER,5,240219,193500,289.26,289.35,289.21,289.34,30330
SBER,5,240219,194000,289.3,289.36,289.22,289.3,28820
SBER,5,240219,194500,289.31,289.36,289.23,289.28,20280
SBER,5,240219,195000,289.25,289.29,289.21,289.29,12640
SBER,5,240219,195500,289.26,289.29,289.2,289.22,29910
SBER,5,240219,200000,289.2,289.23,289.17,289.17,25050
SBER,5,240219,200500,289.2,289.2,289.03,289.19,57290
SBER,5,240219,201000,289.15,289.2,289.08,289.19,16530
SBER,5,240219,201500,289.19,289.3,289.14,289.3,87290
SBER,5,240219,202000,289.26,289.4,289.26,289.31,21230
SBER,5,240219,202500,289.34,289.35,289.27,289.3,8030
SBER,5,240219,203000,289.28,289.3,289.12,289.13,32410
SBER,5,240219,203500,289.13,289.23,289.09,289.1,125150
SBER,5,240219,204000,289.1,289.12,289.06,289.1,21760
SBER,5,240219,204500,289.11,289.22,289.1,289.22,4840
SBER,5,240219,205000,289.2,289.23,289.2,289.23,14440
SBER,5,240219,205500,289.23,289.23,289.18,289.23,14280
SBER,5,240219,210000,289.23,289.38,289.2,289.37,20950
SBER,5,240219,210500,289.37,289.38,289.26,289.3,20950
SBER,5,240219,211000,289.29,289.38,289.29,289.34,13980
SBER,5,240219,211500,289.37,289.37,289.23,289.23,16670
SBER,5,240219,212000,289.23,289.3,289.23,289.3,8630
SBER,5,240219,212500,289.3,289.31,289.28,289.3,28440
SBER,5,240219,213000,289.3,289.36,289.25,289.34,17230
SBER,5,240219,213500,289.31,289.39,289.31,289.36,12690
SBER,5,240219,214000,289.36,289.39,289.31,289.33,9550
SBER,5,240219,214500,289.32,289.38,289.31,289.38,8450
SBER,5,240219,215000,289.37,289.48,289.37,289.47,26900
SBER,5,240219,215500,289.46,289.48,289.45,289.47,15450
SBER,5,240219,220000,289.47,289.48,289.35,289.42,32690
SBER,5,240219,220500,289.42,289.42,289.36,289.4,9350
SBER,5,240219,221000,289.4,289.4,289.25,289.28,33740
SBER,5,240219,221500,289.28,289.35,289.25,289.33,29640
SBER,5,240219,222000,289.34,289.35,289.3,289.3,35390
SBER,5,240219,222500,289.3,289.35,289.3,289.3,10250
SBER,5,240219,223000,289.31,289.31,289.2,289.27,18010
SBER,5,240219,223500,289.25,289.28,289.13,289.14,16800
SBER,5,240219,224000,289.14,289.14,289,289.02,141190
SBER,5,240219,224500,289.03,289.03,288.9,288.92,70720
SBER,5,240219,225000,288.91,289.15,288.91,288.94,41970
SBER,5,240219,225500,289,289.27,288.94,289.27,31840
SBER,5,240219,230000,289.28,289.28,289.15,289.16,21660
SBER,5,240219,230500,289.22,289.27,289.21,289.24,11810
SBER,5,240219,231000,289.26,289.27,289.18,289.25,7830
SBER,5,240219,231500,289.26,289.27,289.13,289.13,7780
SBER,5,240219,232000,289.13,289.13,288.95,289,46070
SBER,5,240219,232500,289,289.21,288.99,289.07,45350
SBER,5,240219,233000,289.07,289.07,288.9,289.03,53840
SBER,5,240219,233500,289.03,289.03,288.9,288.97,26620
SBER,5,240219,234000,288.95,289.04,288.93,288.97,11560
SBER,5,240219,234500,288.98,289,288.9,288.93,34540
SBER,5,240220,100000,289.23,289.28,288.1,288.1,542130
SBER,5,240220,100500,288.11,288.66,287.8,288.23,610220
SBER,5,240220,101000,288.23,288.68,288.12,288.35,283780
SBER,5,240220,101500,288.33,288.4,288.12,288.27,385510
SBER,5,240220,102000,288.25,288.4,288.15,288.35,166310
SBER,5,240220,102500,288.36,288.76,288.3,288.68,207850
SBER,5,240220,103000,288.68,288.68,288.24,288.37,121120
SBER,5,240220,103500,288.37,288.37,288.12,288.12,238140
SBER,5,240220,104000,288.12,288.39,288.12,288.12,346880
SBER,5,240220,104500,288.12,288.22,288.12,288.15,189820
SBER,5,240220,105000,288.15,288.5,288.15,288.5,137200
SBER,5,240220,105500,288.49,288.5,288.3,288.33,101700
SBER,5,240220,110000,288.36,288.61,288.25,288.47,182150
SBER,5,240220,110500,288.47,289.2,288.47,289.14,259930
SBER,5,240220,111000,289.09,289.1,288.9,288.9,172920
SBER,5,240220,111500,288.9,289.06,288.77,289,181050
SBER,5,240220,112000,289.05,289.06,288.62,288.7,141460
SBER,5,240220,112500,288.71,288.9,288.53,288.88,111120
SBER,5,240220,113000,288.87,289,288.68,288.7,89120
SBER,5,240220,113500,288.69,288.69,288.33,288.33,65400
SBER,5,240220,114000,288.33,288.5,288.3,288.45,154530
SBER,5,240220,114500,288.42,288.54,288.39,288.44,155510
SBER,5,240220,115000,288.43,288.44,288,288.01,347320
SBER,5,240220,115500,288,288.01,287.51,287.58,747360
SBER,5,240220,120000,287.57,287.75,287.5,287.65,652240
SBER,5,240220,120500,287.65,287.76,287.4,287.76,616500
SBER,5,240220,121000,287.77,287.84,287.25,287.31,306330
SBER,5,240220,121500,287.33,287.35,286.43,286.83,1522290
SBER,5,240220,122000,286.83,287,286.68,286.92,583610
SBER,5,240220,122500,286.9,286.98,286.87,286.88,135780
SBER,5,240220,123000,286.88,287.01,286.52,287.01,345000
SBER,5,240220,123500,287.01,287.2,287,287.17,158370
SBER,5,240220,124000,287.17,287.36,287.15,287.36,225400
SBER,5,240220,124500,287.37,287.53,287.36,287.43,163120
SBER,5,240220,125000,287.42,287.42,287.11,287.11,111770
SBER,5,240220,125500,287.11,287.25,287,287.21,162870
SBER,5,240220,130000,287.2,287.28,287.05,287.28,74020
SBER,5,240220,130500,287.27,287.33,287.2,287.22,66790
SBER,5,240220,131000,287.22,287.36,287.12,287.12,140500
SBER,5,240220,131500,287.13,287.17,287,287.08,276220
SBER,5,240220,132000,287.08,287.33,287.07,287.31,79210
SBER,5,240220,132500,287.3,287.33,287.2,287.27,101920
SBER,5,240220,133000,287.28,287.49,287.27,287.41,115040
SBER,5,240220,133500,287.41,287.96,287.29,287.95,208540
SBER,5,240220,134000,287.96,287.96,287.27,287.39,171270
SBER,5,240220,134500,287.38,287.38,287.11,287.21,99530
SBER,5,240220,135000,287.2,287.63,287.2,287.6,104150
SBER,5,240220,135500,287.6,287.63,287.52,287.56,75680
SBER,5,240220,140000,287.54,287.57,287.5,287.56,63650
SBER,5,240220,140500,287.55,287.64,287.49,287.5,162100
SBER,5,240220,141000,287.49,287.57,287.25,287.39,187900
SBER,5,240220,141500,287.39,287.39,287.17,287.3,60310
SBER,5,240220,142000,287.31,287.51,287.31,287.5,59560
SBER,5,240220,142500,287.49,287.51,287.3,287.47,67160
SBER,5,240220,143000,287.48,287.62,287.47,287.58,88490
SBER,5,240220,143500,287.58,287.62,287.28,287.49,128460
SBER,5,240220,144000,287.49,287.57,287.45,287.53,62490
SBER,5,240220,144500,287.53,287.53,287.44,287.53,34870
SBER,5,240220,145000,287.53,287.6,287.4,287.48,130600
SBER,5,240220,145500,287.5,287.55,287.33,287.35,105400
SBER,5,240220,150000,287.33,287.39,287.14,287.29,86680
SBER,5,240220,150500,287.29,287.54,287.19,287.38,58610
SBER,5,240220,151000,287.41,287.51,287.2,287.29,138430
SBER,5,240220,151500,287.28,287.5,287.25,287.35,76120
SBER,5,240220,152000,287.36,287.49,287.25,287.25,80480
SBER,5,240220,152500,287.25,287.26,287.01,287.13,279860
SBER,5,240220,153000,287.12,287.18,286.55,286.56,852030
SBER,5,240220,153500,286.57,286.76,286.5,286.53,707600
SBER,5,240220,154000,286.52,286.72,286.51,286.6,388740
SBER,5,240220,154500,286.61,286.61,286.03,286.2,1186540
SBER,5,240220,155000,286.21,288.91,285.89,287.62,4534730
SBER,5,240220,155500,287.64,288.45,287.64,287.89,802600
SBER,5,240220,160000,287.95,288.36,287.85,287.93,394780
SBER,5,240220,160500,287.92,288.21,287.56,287.56,296120
SBER,5,240220,161000,287.56,287.91,287.49,287.75,117990
SBER,5,240220,161500,287.74,287.89,287.65,287.89,56480
SBER,5,240220,162000,287.9,288,287.52,287.53,173710
SBER,5,240220,162500,287.53,287.92,287.51,287.91,48280
SBER,5,240220,163000,287.9,287.99,287.9,287.92,51290
SBER,5,240220,163500,287.92,287.93,287.6,287.72,54080
SBER,5,240220,164000,287.71,287.97,287.71,287.87,67130
SBER,5,240220,164500,287.87,287.91,287.77,287.8,50770
SBER,5,240220,165000,287.81,287.93,287.42,287.5,66120
SBER,5,240220,165500,287.5,287.53,286.92,287.18,286910
SBER,5,240220,170000,287.19,287.39,287.18,287.32,63790
SBER,5,240220,170500,287.33,287.56,287.2,287.21,52080
SBER,5,240220,171000,287.2,287.21,286.81,287.01,125930
SBER,5,240220,171500,287.02,287.45,286.99,287.42,61080
SBER,5,240220,172000,287.43,287.45,287.4,287.42,25320
SBER,5,240220,172500,287.42,287.42,287.1,287.12,92500
SBER,5,240220,173000,287.13,287.42,287.12,287.4,61890
SBER,5,240220,173500,287.4,287.42,287.28,287.33,46810
SBER,5,240220,174000,287.34,287.43,287.26,287.38,33720
SBER,5,240220,174500,287.4,287.45,287.4,287.44,123370
SBER,5,240220,175000,287.45,287.65,287.44,287.48,134870
SBER,5,240220,175500,287.48,287.9,287.47,287.79,67870
SBER,5,240220,180000,287.78,287.8,287.57,287.62,54890
SBER,5,240220,180500,287.62,287.62,287.5,287.53,55400
SBER,5,240220,181000,287.55,287.6,287.16,287.17,170640
SBER,5,240220,181500,287.16,287.2,287.1,287.14,121390
SBER,5,240220,182000,287.13,287.13,286.71,286.75,373470
SBER,5,240220,182500,286.75,286.75,286.25,286.28,741260
SBER,5,240220,183000,286.28,286.66,286.02,286.62,556980
SBER,5,240220,183500,286.61,286.79,286.51,286.57,267250
SBER,5,240220,184500,287.17,287.17,287.17,287.17,519160
SBER,5,240220,190000,287.14,287.14,287.14,287.14,21010
SBER,5,240220,190500,287.1,287.1,286.37,286.68,303850
SBER,5,240220,191000,286.69,286.76,286.5,286.55,158860
SBER,5,240220,191500,286.55,286.6,285.58,285.67,678160
SBER,5,240220,192000,285.67,285.85,285.42,285.63,739270
SBER,5,240220,192500,285.62,286,285.6,285.99,698070
SBER,5,240220,193000,285.99,286,285.6,285.67,267420
SBER,5,240220,193500,285.67,285.8,285.5,285.56,458960
SBER,5,240220,194000,285.62,285.62,284.85,284.97,1257000
SBER,5,240220,194500,284.98,285.13,284.9,285.1,377280
SBER,5,240220,195000,285.1,285.38,285.05,285.34,233310
SBER,5,240220,195500,285.34,285.48,285.21,285.21,153720
SBER,5,240220,200000,285.2,285.21,285,285,490880
SBER,5,240220,200500,285.01,285.04,284.55,284.55,547020
SBER,5,240220,201000,284.56,284.57,283.68,284.44,1727890
SBER,5,240220,201500,284.45,284.84,284.13,284.74,563000
SBER,5,240220,202000,284.74,284.89,284.46,284.51,285190
SBER,5,240220,202500,284.51,284.64,284.45,284.59,165620
SBER,5,240220,203000,284.6,284.6,283.69,284.08,471610
SBER,5,240220,203500,284.09,284.44,284.09,284.2,186450
SBER,5,240220,204000,284.24,284.59,284.24,284.59,119170
SBER,5,240220,204500,284.6,284.8,284.56,284.76,279700
SBER,5,240220,205000,284.76,284.79,284.52,284.79,234490
SBER,5,240220,205500,284.79,284.84,284.56,284.81,135010
SBER,5,240220,210000,284.81,285.25,284.8,285.22,298150
SBER,5,240220,210500,285.25,285.35,285.15,285.31,296990
SBER,5,240220,211000,285.31,285.33,285.2,285.22,107560
SBER,5,240220,211500,285.28,285.28,284.89,284.97,235570
SBER,5,240220,212000,284.96,284.98,284.71,284.81,110870
SBER,5,240220,212500,284.8,284.94,284.77,284.82,65270
SBER,5,240220,213000,284.77,284.83,284.71,284.75,53430
SBER,5,240220,213500,284.73,284.82,284.7,284.81,64420
SBER,5,240220,214000,284.82,284.89,284.71,284.89,44880
SBER,5,240220,214500,284.88,284.89,284.83,284.83,58740
SBER,5,240220,215000,284.83,284.83,284.57,284.59,89040
SBER,5,240220,215500,284.58,284.6,284.21,284.29,175130
SBER,5,240220,220000,284.29,284.29,283.71,284,580440
SBER,5,240220,220500,284,284.46,283.98,284.24,193820
SBER,5,240220,221000,284.24,284.47,284.15,284.23,129150
SBER,5,240220,221500,284.23,284.26,283.99,284,224040
SBER,5,240220,222000,284.01,284.01,283.7,283.7,570670
SBER,5,240220,222500,283.7,283.89,283.29,283.74,629230
SBER,5,240220,223000,283.71,283.84,283.33,283.44,204430
SBER,5,240220,223500,283.48,284.46,283.43,284.35,506740
SBER,5,240220,224000,284.37,284.4,284.11,284.25,82110
SBER,5,240220,224500,284.24,284.6,284.23,284.58,192650
SBER,5,240220,225000,284.58,284.59,284.56,284.58,56730
SBER,5,240220,225500,284.58,284.58,284.15,284.3,127060
SBER,5,240220,230000,284.33,284.34,284.07,284.19,57910
SBER,5,240220,230500,284.19,284.2,283.9,283.98,47320
SBER,5,240220,231000,284,284.03,283.58,283.94,168570
SBER,5,240220,231500,283.95,284.14,283.8,283.83,120920
SBER,5,240220,232000,283.84,284.05,283.81,283.9,62730
SBER,5,240220,232500,283.84,283.91,283.71,283.8,100930
SBER,5,240220,233000,283.8,283.8,283.5,283.58,93470
SBER,5,240220,233500,283.51,283.61,283.49,283.5,128710
SBER,5,240220,234000,283.5,283.79,283.46,283.69,240280
SBER,5,240220,234500,283.69,283.94,283.68,283.9,69240
SBER,5,240221,100000,283.91,284,282.06,282.1,1912950
SBER,5,240221,100500,282.12,282.87,281.9,282.82,1381130
SBER,5,240221,101000,282.82,283.28,282.74,283.05,1473030
SBER,5,240221,101500,283.05,283.93,283,283.79,1363680
SBER,5,240221,102000,283.79,283.93,283.5,283.66,537780
SBER,5,240221,102500,283.66,285.28,283.6,284.76,1468550
SBER,5,240221,103000,284.76,284.95,284.29,284.7,520890
SBER,5,240221,103500,284.7,284.7,283.66,283.86,573320
SBER,5,240221,104000,283.86,283.9,283.09,283.67,508890
SBER,5,240221,104500,283.66,284.45,283.65,284.04,697890
SBER,5,240221,105000,284.04,284.41,283.62,283.73,464280
SBER,5,240221,105500,283.74,283.79,283.2,283.51,804300
SBER,5,240221,110000,283.51,284.14,283.12,283.76,398760
SBER,5,240221,110500,283.76,284.39,283.66,284.39,340680
SBER,5,240221,111000,284.38,284.4,284.35,284.4,222790
SBER,5,240221,111500,284.4,284.68,284,284.23,253420
SBER,5,240221,112000,284.23,284.47,284.19,284.31,259810
SBER,5,240221,112500,284.3,284.31,283.75,284.14,165870
SBER,5,240221,113000,284.16,284.32,284.09,284.13,148570
SBER,5,240221,113500,284.13,284.25,283.73,283.97,296200
SBER,5,240221,114000,283.97,284.04,283.48,283.64,408090
SBER,5,240221,114500,283.64,283.8,283.2,283.7,928450
SBER,5,240221,115000,283.7,283.94,283.2,283.51,499960
SBER,5,240221,115500,283.53,283.74,283.5,283.56,305650
SBER,5,240221,120000,283.55,284.2,283.33,283.85,591390
SBER,5,240221,120500,283.86,283.95,283.74,283.8,118720
SBER,5,240221,121000,283.77,283.77,283.42,283.56,270200
SBER,5,240221,121500,283.55,283.6,283.25,283.34,205010
SBER,5,240221,122000,283.34,283.87,283.2,283.21,473340
SBER,5,240221,122500,283.2,283.35,283,283,667100
SBER,5,240221,123000,283,283.66,283,283.65,573450
SBER,5,240221,123500,283.57,283.69,283.51,283.53,95150
SBER,5,240221,124000,283.52,283.89,283.52,283.85,164960
SBER,5,240221,124500,283.85,283.86,283.46,283.46,130540
SBER,5,240221,125000,283.45,283.64,283.37,283.6,62760
SBER,5,240221,125500,283.55,283.6,283.17,283.28,143100
SBER,5,240221,130000,283.29,283.3,282.85,283.07,690080
SBER,5,240221,130500,283.06,283.28,283.05,283.28,61860
SBER,5,240221,131000,283.28,283.3,283.11,283.11,84010
SBER,5,240221,131500,283.11,283.12,282.99,283.06,99220
SBER,5,240221,132000,283.05,283.05,282.79,282.8,196870
SBER,5,240221,132500,282.79,282.96,282.71,282.79,538830
SBER,5,240221,133000,282.79,283.05,282.76,282.95,298670
SBER,5,240221,133500,282.96,283.07,282.95,283.02,334830
SBER,5,240221,134000,283,283.06,282.99,283.03,281060
SBER,5,240221,134500,283.03,283.09,283,283.04,159710
SBER,5,240221,135000,283.04,283.05,282.85,282.91,201570
SBER,5,240221,135500,282.88,282.98,282.88,282.89,124120
SBER,5,240221,140000,282.88,282.9,282.75,282.83,78970
SBER,5,240221,140500,282.82,282.87,282.58,282.76,198260
SBER,5,240221,141000,282.76,282.76,282.2,282.26,397940
SBER,5,240221,141500,282.24,282.27,282,282.01,859220
SBER,5,240221,142000,282.02,282.03,281.62,281.75,1017540
SBER,5,240221,142500,281.74,281.82,281.34,281.45,473480
SBER,5,240221,143000,281.45,281.5,281.06,281.1,700290
SBER,5,240221,143500,281.1,281.63,280.91,281.58,973730
SBER,5,240221,144000,281.58,281.83,281.23,281.34,444880
SBER,5,240221,144500,281.33,281.45,280.93,280.98,296930
SBER,5,240221,145000,280.97,280.98,280.24,280.26,1283240
SBER,5,240221,145500,280.28,281.04,280.2,281,402170
SBER,5,240221,150000,281,281,280.42,280.42,339770
SBER,5,240221,150500,280.42,281.17,280.4,281.16,362020
SBER,5,240221,151000,281.16,281.62,281.14,281.62,296880
SBER,5,240221,151500,281.62,281.68,281.1,281.43,330640
